0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0
1	1	0	0	1	1	0	3	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0
0	0	4	4	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1
9	0	4	4	4	0	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	0	1	1	1
0	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0
1	1	0	0	1	1	1	0	0	16	0	1	1	0	1	1	1	0	0	0	1	0	0	1	1
1	1	0	1	1	0	0	0	19	0	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1
0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1
0	0	0	1	0	25	0	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	0	0	1
0	0	26	0	27	0	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0
0	30	0	27	27	27	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0
27	0	0	27	27	27	27	0	0	0	0	0	1	1	1	1	1	1	0	35	35	35	0	1	0
27	27	27	27	27	27	0	1	1	0	1	1	1	0	0	1	0	1	1	0	35	35	35	0	38
0	27	0	0	0	0	1	0	1	1	0	1	0	40	0	1	0	0	1	1	0	0	0	38	38
0	27	0	27	0	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	38	38
0	27	27	27	0	1	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	45	0	38	38
46	0	27	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	45	45	0	38	38
46	46	0	0	1	1	1	1	0	0	0	0	0	1	0	1	0	1	1	0	45	45	45	0	38
46	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	1	0
46	0	46	46	0	1	1	1	1	0	0	1	1	0	1	0	53	0	0	1	1	1	1	1	0
46	46	46	46	0	0	1	1	1	0	54	0	1	1	0	55	0	0	0	0	0	1	0	1	0
46	0	46	46	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0
0	0	46	46	46	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	0	60
61	0	0	0	46	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0
61	0	62	62	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	64	0	65	65
