1	1	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	1
0	0	0	1	1	1	0	1	0	0	1	1	0	1	0	5	5	0	1	1	1	1	0	1	1
0	0	1	0	1	1	1	1	0	0	0	0	1	1	1	0	5	0	0	0	1	1	0	0	1
0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	11	0	0	0	12	0
13	0	0	0	0	0	1	1	0	15	0	1	0	0	1	0	0	11	11	11	0	0	1	0	18
13	0	0	0	1	1	1	0	0	0	0	1	1	0	0	20	0	11	11	0	1	0	1	1	0
0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	24	0	11	0	1	1	0	1	0
1	1	1	0	0	1	1	1	0	0	1	0	0	1	1	1	0	26	0	0	1	1	1	1	1
0	1	0	27	27	0	0	1	1	1	1	1	1	1	0	0	26	26	0	0	0	1	0	1	0
0	0	0	0	27	0	1	1	1	1	0	0	1	0	30	30	0	0	1	1	1	1	1	0	32
33	0	27	27	27	0	0	1	0	1	1	1	0	30	30	0	1	1	1	1	0	0	1	0	32
33	0	27	0	0	0	0	1	1	1	0	0	37	0	30	0	1	0	1	0	0	38	0	1	0
0	27	27	27	0	0	0	1	1	0	1	0	0	1	0	0	1	1	1	1	1	0	1	1	0
0	27	27	27	27	27	0	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	1
0	27	27	0	27	0	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1
0	0	0	0	0	0	0	46	46	0	0	0	0	1	1	0	1	0	1	1	0	1	1	1	0
49	0	49	0	49	49	0	0	46	0	0	52	52	0	0	53	0	1	1	1	1	0	1	1	1
49	49	49	49	0	49	0	49	0	52	52	52	0	52	0	0	1	1	1	1	0	59	0	1	1
49	49	0	49	0	49	0	49	49	0	52	52	52	52	0	60	0	1	1	0	1	0	0	1	0
49	0	49	49	0	49	49	49	49	0	52	52	52	0	0	0	0	0	1	1	1	1	1	1	0
49	49	49	0	49	49	49	49	0	64	0	0	0	0	65	0	0	0	1	1	1	0	1	1	1
0	0	49	49	49	49	49	0	64	64	0	65	65	65	65	0	0	1	1	1	0	1	0	0	1
49	49	49	49	49	0	49	0	64	64	0	0	65	65	0	71	0	0	0	1	1	1	1	1	1
49	0	0	49	0	49	0	49	0	0	74	74	0	0	0	0	0	0	75	0	0	0	1	1	1
49	0	0	49	49	49	49	49	49	49	0	0	76	76	76	0	0	77	0	0	78	0	1	0	1
