0.55	0.0	0.0
0.5518367346938775	0.0	0.0
0.5536734693877551	0.0	0.0
0.5555102040816327	0.0	0.0
0.5573469387755102	0.0004	0.01999599959991998
0.5591836734693878	0.0006	0.02448754785600224
0.5610204081632653	0.0012	0.03462022530255977
0.5628571428571428	0.0019	0.043547560207203344
0.5646938775510204	0.0027	0.051891328755390334
0.566530612244898	0.0056	0.07462332075162563
0.5683673469387756	0.0094	0.09649683932647742
0.570204081632653	0.0147	0.1203491171550502
0.5720408163265306	0.0233	0.1508545988692423
0.5738775510204082	0.0334	0.17967871326342472
0.5757142857142857	0.0477	0.2131307345269565
0.5775510204081633	0.067	0.25002199903208516
0.5793877551020408	0.093	0.2904324362050492
0.5812244897959183	0.1253	0.33105877121743804
0.5830612244897959	0.1697	0.375369031754086
0.5848979591836735	0.2191	0.4136365433566043
0.5867346938775511	0.2795	0.44875355151797963
0.5885714285714285	0.3476	0.47620818976577883
0.5904081632653061	0.4183	0.4932799509406398
0.5922448979591837	0.493	0.49995099759876466
0.5940816326530612	0.5663	0.4955848161515847
0.5959183673469388	0.6365	0.48100701658083955
0.5977551020408163	0.7082	0.45459076101478346
0.5995918367346939	0.7653	0.42381117257571205
0.6014285714285714	0.8191	0.38493530625288197
0.603265306122449	0.8599	0.34709075182147964
0.6051020408163266	0.8997	0.3003995838878609
0.606938775510204	0.9277	0.2589839956445186
0.6087755102040816	0.9494	0.21917946984149755
0.6106122448979592	0.9655	0.18250958878919218
0.6124489795918368	0.9777	0.14765740753514536
0.6142857142857143	0.9854	0.1199451541330449
0.6161224489795918	0.9911	0.09391906089820118
0.6179591836734694	0.9947	0.0726079196782275
0.6197959183673469	0.9964	0.05989190262464615
0.6216326530612245	0.9977	0.04790313142165053
0.6234693877551021	0.9985	0.03870077518603425
0.6253061224489795	0.999	0.031606961258557775
0.6271428571428571	0.9996	0.01999599959991821
0.6289795918367347	0.9997	0.017317909804591282
0.6308163265306123	0.9999	0.009999499987496312
0.6326530612244898	0.9999	0.009999499987496312
0.6344897959183673	1.0	0.0
0.6363265306122449	1.0	0.0
0.6381632653061224	1.0	0.0
0.64	1.0	0.0
