temperature mean,temperature std,pressure mean,pressure std
1.210360026514449,0.03011521641278323,0.12914315466599746,0.025059613366117946
1.2809135132392646,0.046960973128625134,0.1395375150098593,0.02984395698854373
1.2553410391921043,0.032781707197231176,0.1356437333366635,0.027801043713211154
1.3431562741271623,0.044893799145273736,0.14722749408113486,0.029543758931862698
1.3994471279468137,0.049810752871198516,0.1566730560029757,0.02950056804586818
1.6021942387946564,0.049520205487920424,0.18113568747421094,0.03031759489434908
1.4322078353537402,0.04027632190778339,0.15929257415498355,0.027939651049980276
1.6339517286281546,0.049555994952840694,0.18830963229887826,0.0331195008777892
1.6313310834144976,0.045030684248421486,0.18436111342488498,0.03310609981392959
1.710530017628012,0.03745405407456799,0.19671627300844874,0.03167095852940619
1.6985964021039894,0.03942138678037378,0.1918385611200893,0.03053888857371406
1.718864195787786,0.042481751521390256,0.19705111429058922,0.033167471479360326
1.762263963831978,0.05028325929298284,0.20501097016747594,0.0326137140899908
1.8479520034612789,0.04450280353846462,0.21546713211446678,0.03614021166506366
1.9701562053174742,0.06303099812057164,0.23106976769681922,0.0372083390233141
1.8709878222210092,0.051393266947532656,0.21849215280949608,0.03265923806036177
1.965431698217239,0.06216599754197964,0.23224917449410928,0.03723986231598077
2.1205870388492283,0.054033538456398654,0.2502754446520063,0.03589267992766704
2.0472093992285343,0.054388661300551235,0.24199852987782206,0.03573835723294988
2.071056359070635,0.04862972384656367,0.24429975895589864,0.03528537461716733
2.243151275515399,0.04639760507911806,0.2672870273218072,0.037674663714674456
2.2389616310433778,0.0472593337554701,0.26497868837106886,0.03709436297604104
2.4455955375942957,0.06330589135163406,0.2917578295364577,0.037891229128383
2.567978210823726,0.08130454325124203,0.3074875540676848,0.04161814898296533
2.4222470151192095,0.04556113033038171,0.29080117026637564,0.04053102044559304
2.5293438870495675,0.054154331778034075,0.3013865875566271,0.04062844735230025
2.6158573767151174,0.047780269637268315,0.31520562068964886,0.04016984933087518
2.554131817887612,0.08451093604078444,0.3061419605441393,0.04218582497700384
2.609312280376284,0.05071630734096238,0.3137155844635329,0.041032562039671816
2.710603500996345,0.04960031351956729,0.32897161882904236,0.04361009296112174
2.60106788881791,0.05232789697276575,0.310575306687505,0.04042363696920678
2.9211771264969872,0.10038270525620753,0.3533312394948037,0.04462336660576389
2.869502963100373,0.06347903858912114,0.3521420812652297,0.04535900516480407
3.002104199638055,0.09996728942304726,0.36620555475395533,0.0466309118043707
3.012012185866974,0.08098322298316199,0.36570404543239954,0.04622080364779174
3.103434818929571,0.09662736160481612,0.3807443200768713,0.046984005654095426
3.131919575979445,0.0490378951932473,0.3803868469507278,0.043173942875357786
3.171035604546337,0.10032282335257728,0.38440000304473326,0.04643898012297027
3.1184602831288237,0.07664305393852072,0.3822548498155922,0.047159657965801204
3.200287213827196,0.055222305102427906,0.3891368936114808,0.04577997061466517
3.163827381539831,0.05828212820763059,0.3890935733801544,0.04730189374383
