1	1	1	0	0	2	2	2	2	0	0	0	0	0	3	3	3	0	4	4	4	4	0	0	0	0	5	5	5	0	6	0	7	7	7	0	10	0	0	9	0	0	10	10	0	0	11	11	11	11
1	0	1	1	1	0	2	2	2	2	2	2	0	3	0	0	3	0	4	4	0	4	4	0	5	0	5	5	5	5	0	7	0	7	7	0	10	10	10	0	10	0	10	0	16	16	0	11	0	0
0	0	1	0	0	17	0	0	2	2	2	0	0	3	3	3	3	0	4	4	4	0	0	5	5	5	5	0	5	0	7	7	7	7	0	0	0	0	10	10	10	10	10	0	16	0	20	0	0	0
0	21	0	0	17	17	17	17	0	0	0	3	3	3	0	0	0	0	4	0	0	24	0	0	5	5	0	5	5	5	0	7	0	7	0	0	0	10	10	10	0	10	10	10	0	27	0	0	0	28
0	0	17	17	17	0	0	0	30	0	4	0	0	0	4	4	4	4	4	0	33	0	5	5	5	5	5	5	5	0	7	7	7	0	51	51	0	0	0	10	0	10	0	10	0	0	0	28	28	28
0	63	0	0	17	0	0	39	0	4	4	4	4	4	4	4	4	4	4	4	0	0	0	5	5	0	0	0	0	0	0	7	0	41	0	51	51	51	0	0	0	10	0	0	0	0	28	28	28	28
0	63	63	0	0	53	53	0	44	0	0	4	4	4	0	0	4	4	0	4	4	0	0	0	5	5	0	45	45	0	46	0	51	0	0	0	0	51	0	51	51	0	0	0	28	28	28	0	28	0
0	63	0	0	0	0	53	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	50	50	0	0	0	45	45	0	0	0	51	51	51	51	0	51	0	51	0	51	51	0	28	0	28	28	28	28
63	63	63	63	0	0	53	0	53	53	0	54	0	4	4	4	4	4	0	0	55	0	50	0	0	51	51	0	0	0	57	0	0	51	0	51	51	51	51	51	51	51	51	51	0	28	28	28	28	28
63	63	63	63	0	0	53	0	53	0	0	54	0	4	4	4	4	4	4	0	55	55	0	0	51	51	0	51	0	57	57	0	51	51	0	0	51	51	51	51	51	51	51	0	0	0	0	28	28	28
63	0	0	0	63	0	53	53	53	0	0	0	92	0	0	0	0	4	4	0	55	0	0	51	51	51	0	51	51	0	0	66	0	51	51	51	0	51	0	0	51	0	51	0	0	0	67	0	28	0
63	63	0	0	63	0	53	53	0	0	92	92	92	0	92	0	0	4	0	55	55	0	0	0	51	51	51	51	51	51	51	0	0	0	0	51	51	0	0	71	0	0	51	0	0	0	67	0	0	0
63	63	0	0	63	0	0	53	0	92	92	92	92	92	92	0	73	0	0	55	0	0	0	0	51	0	51	51	0	0	51	51	51	0	51	51	51	51	51	0	0	0	0	151	151	151	0	0	76	76
63	0	63	63	63	63	63	0	92	0	92	92	92	92	0	0	0	79	0	0	80	80	80	80	0	51	51	0	51	0	51	51	51	0	51	51	51	0	51	51	51	51	51	0	151	151	151	151	0	0
63	0	63	63	63	63	0	0	92	0	92	92	92	0	0	0	0	0	83	0	0	80	0	0	0	51	51	51	51	51	0	0	0	0	51	0	0	51	51	51	51	0	0	0	151	151	0	151	151	151
63	63	63	0	0	0	92	92	92	92	92	92	0	86	0	0	80	80	0	0	80	80	80	80	0	51	0	0	51	51	51	0	51	51	51	51	51	0	51	51	0	0	90	90	0	151	0	151	0	0
63	63	63	0	91	0	0	0	92	92	0	92	92	0	92	0	80	80	80	80	80	80	0	80	0	0	93	0	51	0	51	0	51	51	51	0	0	51	51	0	0	0	0	0	0	151	151	0	0	95
0	0	63	0	0	92	92	92	92	0	92	92	92	92	92	0	0	80	80	0	80	0	98	0	99	99	0	51	51	51	51	0	0	51	51	51	0	51	0	151	0	151	151	151	0	151	151	151	0	95
0	63	63	0	92	92	92	92	92	92	92	92	92	0	92	0	0	80	0	105	0	106	0	0	0	0	107	0	51	51	51	51	0	51	51	51	51	51	0	151	151	151	151	151	151	151	151	0	0	95
108	0	0	0	0	0	0	0	92	0	92	0	92	92	92	92	0	0	0	0	106	106	0	0	110	110	0	51	0	51	0	0	0	51	51	0	0	0	0	151	151	151	151	0	151	0	0	151	0	0
0	0	228	228	0	92	92	92	92	0	0	115	0	92	0	0	116	0	117	0	106	0	110	110	110	110	0	51	51	51	51	51	0	51	51	51	51	0	151	151	0	151	151	151	0	0	0	151	0	0
228	228	228	228	228	0	0	0	0	0	228	0	0	0	0	0	0	228	0	124	0	124	0	0	0	0	228	0	0	0	0	51	51	51	0	51	0	151	151	0	127	0	151	151	151	0	151	151	151	151
0	228	228	228	0	228	228	0	228	228	228	228	0	0	228	0	228	228	0	124	124	124	124	0	228	228	228	0	0	0	51	51	0	0	51	51	51	0	151	0	0	0	0	0	151	0	0	151	151	151
228	228	228	228	0	228	228	0	228	0	228	0	137	0	228	0	228	228	0	0	124	124	0	228	228	0	228	0	139	139	0	0	0	0	0	0	0	151	151	0	151	0	151	151	151	151	151	151	0	151
228	0	228	0	0	228	228	0	228	228	0	143	0	0	228	228	0	228	0	0	0	124	124	0	228	228	228	0	0	0	151	151	0	0	151	0	0	151	151	0	151	151	151	151	0	151	151	151	151	151
228	228	228	228	0	228	228	228	228	228	228	0	228	228	228	228	228	228	228	228	0	0	0	147	0	0	228	228	228	228	0	151	0	151	151	0	0	0	151	0	0	0	0	0	0	151	0	0	151	151
0	0	0	228	228	228	228	0	228	0	228	0	0	228	0	228	228	228	0	0	0	228	228	0	0	228	228	228	228	228	0	151	151	151	151	151	151	151	151	151	0	151	0	0	0	151	0	151	151	151
0	0	0	0	228	228	0	228	228	0	228	228	228	0	228	0	0	228	228	0	0	0	228	228	228	228	228	0	228	0	155	0	151	0	151	151	0	0	0	151	151	151	151	0	151	151	151	151	0	0
0	0	228	228	228	0	0	228	0	228	228	228	0	228	228	228	228	228	0	228	228	228	0	228	0	0	228	0	228	0	0	228	0	162	0	0	151	151	151	151	151	151	151	0	0	151	151	151	0	0
0	228	228	228	228	228	228	228	228	228	0	228	0	0	0	228	228	228	0	0	228	228	0	0	0	228	228	0	0	166	0	228	0	0	0	0	0	151	151	0	151	0	0	0	168	0	0	0	168	168
0	228	228	228	228	228	0	228	0	228	0	228	0	0	0	0	0	228	228	228	228	0	228	228	228	228	228	228	228	0	228	228	0	0	228	228	228	0	151	0	151	151	0	168	168	168	0	168	168	168
228	228	228	228	228	0	175	0	0	228	228	228	0	0	0	228	228	228	228	0	228	228	0	0	228	0	228	0	0	228	0	228	228	0	0	228	228	0	151	151	151	0	0	0	168	168	0	168	0	168
0	0	0	0	0	0	0	178	0	228	228	228	228	228	0	0	0	0	0	228	228	228	228	228	228	0	228	228	0	228	228	228	228	0	228	228	228	228	0	151	0	168	168	168	168	0	168	168	168	168
228	228	0	184	0	228	228	0	228	0	228	0	0	228	228	228	228	0	0	228	0	0	0	228	228	228	228	228	228	228	0	228	228	228	228	0	228	0	0	0	168	168	168	168	168	0	0	168	0	168
228	228	228	0	0	228	228	228	228	228	228	228	0	228	228	228	0	188	0	228	0	228	0	228	228	228	228	0	0	0	190	0	0	228	0	0	0	195	195	195	0	0	0	0	168	168	168	168	0	0
228	0	228	228	0	228	228	0	228	228	0	228	228	228	228	228	0	0	228	228	228	228	0	0	228	0	228	228	228	228	0	228	0	228	0	194	0	0	195	0	195	0	0	0	0	0	168	168	0	0
0	228	228	228	228	0	0	228	228	0	0	228	228	228	0	228	228	228	228	228	228	228	0	228	228	228	0	228	228	0	228	228	228	228	0	194	0	195	195	195	195	0	201	0	168	0	168	168	168	168
0	0	228	0	228	0	0	0	228	0	0	228	0	228	228	228	0	0	228	0	228	228	228	228	0	228	228	0	228	0	0	228	0	0	228	0	204	0	195	195	195	0	0	0	168	168	0	168	168	168
205	0	228	228	228	228	0	228	228	228	228	228	228	228	0	228	228	0	228	228	228	0	228	0	0	228	0	0	228	0	228	228	228	228	228	228	0	0	195	195	0	208	0	168	168	168	168	168	0	0
0	0	0	0	228	0	228	0	228	228	0	228	228	228	0	0	228	0	0	228	228	228	228	228	228	228	0	0	0	0	228	228	228	0	0	228	228	0	195	0	211	0	0	168	0	168	168	168	168	168
0	0	0	228	228	228	228	228	0	228	228	0	228	228	228	228	228	228	228	0	228	228	0	228	228	228	228	0	0	228	228	0	0	214	214	0	0	0	195	0	0	0	215	0	168	168	168	168	168	0
217	0	0	228	0	0	228	228	228	228	228	228	0	0	228	228	0	228	228	228	228	228	0	228	0	228	0	0	0	228	228	0	214	214	0	222	0	0	195	0	0	0	215	215	0	0	0	0	168	0
0	220	0	228	0	0	228	228	228	0	228	228	0	0	0	228	228	228	228	228	0	228	0	0	0	0	0	221	221	0	0	0	0	0	0	222	222	0	0	222	0	223	0	215	0	224	0	0	168	0
228	0	0	228	228	0	228	228	228	228	228	0	226	0	228	228	0	228	228	0	228	0	0	229	229	0	221	221	221	221	0	222	222	222	222	0	222	0	222	222	0	223	0	0	224	224	224	224	0	0
228	228	0	228	0	0	0	228	228	228	0	0	0	228	228	228	0	228	228	0	228	228	0	0	229	0	0	0	221	0	235	0	222	222	222	0	222	222	222	222	0	0	0	0	0	0	0	224	224	0
228	228	228	228	0	228	0	0	0	228	228	0	0	228	228	0	0	228	228	0	0	228	0	239	0	0	239	239	0	239	0	222	222	222	222	222	222	222	222	222	222	0	0	224	224	0	224	224	224	224
228	228	228	0	228	228	228	228	0	228	0	0	228	228	0	245	0	228	228	228	228	228	0	239	239	239	239	239	239	239	0	222	0	0	222	222	222	222	222	222	222	0	246	0	224	224	224	224	0	224
228	228	0	0	0	228	0	228	228	228	228	0	228	0	247	0	228	228	0	228	0	0	249	0	0	239	0	0	239	0	250	0	0	251	0	222	222	0	222	222	0	0	246	0	0	0	224	224	224	0
228	228	0	0	0	228	228	0	0	228	0	0	0	0	0	0	228	0	0	228	228	228	0	252	252	0	0	0	239	0	250	250	0	251	251	0	0	0	222	222	222	0	0	224	224	224	224	224	0	254
0	0	228	228	228	228	228	0	256	0	257	257	257	257	0	258	0	0	0	228	228	228	228	0	252	252	0	239	239	0	250	250	0	251	0	0	222	222	222	222	222	222	222	0	0	0	0	0	0	0
