1	0	0	2	2	2	2	0	3	3	3	3	3	0	0	0	0	4	4	4	4	4	0	5	0	6	0	7	7	0	0	8	8	8	0	9	9	9	9	0	10	10	0	11	0	0	12	0	0	13
0	14	14	0	0	2	0	15	0	3	0	0	0	16	16	0	0	4	0	4	4	4	4	0	17	0	18	7	7	7	0	0	0	0	0	9	9	0	9	9	0	0	0	0	19	19	0	0	0	0
20	0	14	0	0	2	2	15	0	3	3	3	0	0	0	21	21	4	0	0	0	0	4	4	0	0	0	0	7	7	0	0	0	22	0	0	0	23	9	9	9	0	0	24	0	19	0	25	25	25
0	0	0	0	0	0	0	15	15	0	3	3	3	0	0	0	0	4	4	0	26	26	0	0	27	27	0	28	7	7	0	29	29	0	0	0	0	9	0	0	9	0	0	24	24	19	19	0	25	0
0	0	0	30	30	30	0	0	15	0	3	3	0	0	0	0	31	0	4	4	0	0	32	0	0	0	0	7	7	0	33	29	0	0	0	34	34	9	0	35	0	36	0	19	19	19	19	0	25	25
0	0	0	0	0	0	37	37	0	0	0	3	0	38	38	38	31	31	0	4	4	0	0	39	39	39	39	0	7	0	29	29	29	0	40	0	0	9	9	35	35	36	0	19	0	0	19	0	0	0
41	41	41	41	41	41	37	0	42	0	0	0	0	31	0	31	0	0	0	4	0	0	43	0	39	0	0	44	7	7	0	0	29	0	40	40	40	36	36	0	36	0	0	19	19	0	19	19	19	19
0	37	37	37	37	37	37	0	42	0	45	0	0	31	0	0	0	46	46	4	4	0	43	43	39	39	0	0	0	7	0	0	0	47	36	36	0	0	36	36	36	36	36	19	19	19	19	0	19	19
0	37	37	0	0	0	0	0	42	42	0	48	48	31	31	0	49	0	4	4	4	4	39	0	39	0	50	50	50	7	0	51	0	19	19	0	0	52	0	19	19	19	0	0	19	19	19	19	0	19
53	0	37	37	37	0	54	0	0	42	42	0	31	0	31	0	49	49	39	39	39	39	39	39	0	55	7	0	7	7	0	51	51	0	19	19	19	52	0	0	52	52	0	0	52	52	52	0	56	0
53	53	37	37	37	37	0	57	57	0	42	0	0	0	31	0	39	39	39	0	0	39	0	0	0	7	7	0	7	0	0	51	51	51	0	52	52	0	58	58	0	52	52	0	52	52	0	59	0	0
0	37	0	37	0	37	0	57	57	0	0	0	60	60	31	31	39	39	39	0	61	39	0	62	0	7	0	0	0	0	63	0	0	0	0	52	52	52	58	0	64	0	58	0	58	0	65	0	66	66
67	0	68	37	0	0	0	57	57	0	0	69	39	39	39	0	39	0	0	70	0	39	0	0	0	7	7	7	0	0	63	0	0	71	71	0	58	58	58	58	0	0	58	58	58	0	0	0	0	0
67	0	37	37	0	72	0	57	57	0	0	39	0	39	39	0	39	39	39	0	0	0	73	73	0	7	7	0	74	0	63	0	75	0	71	0	0	58	58	58	0	76	0	58	58	0	77	0	78	0
67	67	0	37	37	72	0	57	57	57	57	39	39	0	39	39	0	0	39	39	0	79	0	73	0	0	7	0	0	80	0	81	75	0	0	82	82	58	58	58	58	76	76	0	76	76	0	83	78	0
67	67	67	72	0	72	72	39	39	0	0	39	39	39	39	39	0	0	39	0	84	0	85	0	86	0	0	87	87	0	0	75	75	75	75	76	76	0	0	76	0	0	0	0	0	0	88	78	0	0
39	39	0	39	39	39	39	0	0	89	89	39	39	0	39	0	0	90	0	91	0	92	85	0	86	0	93	0	87	87	0	0	76	0	76	76	0	94	94	0	0	95	0	96	0	97	0	78	78	78
39	39	0	39	0	39	39	0	0	0	39	0	0	0	39	39	39	0	0	91	91	0	85	85	0	98	93	93	0	87	0	0	76	76	0	76	76	94	94	0	0	0	99	96	0	0	100	78	0	78
0	39	39	0	101	0	0	0	102	0	39	0	103	103	39	0	39	39	39	91	91	91	85	85	85	0	93	93	93	0	104	0	0	0	105	94	94	94	94	0	0	0	0	96	0	106	78	78	78	78
0	0	85	85	0	0	107	107	102	0	0	108	85	0	85	85	85	0	85	85	85	85	0	85	85	0	0	93	93	0	0	109	109	109	0	94	0	0	94	94	0	110	110	96	96	78	78	78	78	78
0	111	0	85	0	112	102	0	102	102	0	85	85	0	0	85	85	0	85	85	0	0	113	85	85	0	114	93	93	0	115	0	109	109	109	94	0	116	94	94	94	78	0	0	0	0	78	0	78	0
117	0	118	0	119	102	102	0	102	102	102	85	0	0	0	0	85	0	85	85	85	0	85	0	85	85	93	93	0	120	0	121	0	78	0	0	122	0	0	78	0	0	0	0	123	0	78	78	78	78
117	117	0	0	93	93	0	0	93	93	93	93	0	124	124	124	93	93	93	93	93	0	93	93	93	93	0	93	93	120	120	121	121	78	78	78	0	125	125	78	0	126	126	0	0	127	78	78	78	0
117	0	0	128	78	78	0	0	78	0	0	78	78	78	0	78	78	78	78	78	78	0	0	0	78	78	78	0	78	0	78	0	0	0	78	78	78	78	0	0	129	126	0	130	130	0	0	0	0	131
0	0	0	78	0	0	132	0	0	0	133	78	0	78	78	0	78	78	78	0	78	0	134	134	78	0	78	0	78	0	0	0	0	0	0	78	0	78	78	78	126	0	0	130	130	0	135	0	0	131
136	0	137	126	126	126	132	0	0	138	0	132	132	0	132	0	132	132	132	0	132	132	0	132	132	132	132	0	132	132	132	132	0	139	139	132	132	132	132	0	132	0	140	130	130	130	135	0	141	131
136	136	132	132	0	0	132	0	0	138	0	132	132	132	0	142	132	132	132	0	132	132	0	132	0	132	132	0	132	132	0	132	132	0	132	0	0	0	132	132	132	132	135	135	135	0	0	0	0	131
0	135	135	135	0	143	135	0	144	138	138	135	0	0	145	135	135	135	135	135	0	135	0	135	135	135	0	146	0	135	0	135	135	135	0	147	147	0	135	0	0	135	135	0	0	148	148	148	148	131
149	135	135	0	150	135	135	135	0	135	0	135	135	135	135	0	0	135	135	0	151	0	152	0	0	0	153	0	154	135	0	135	135	0	155	147	147	147	0	156	0	0	0	0	157	0	0	0	131	131
135	135	135	135	0	135	135	135	135	135	0	135	135	135	135	135	0	0	135	135	151	0	152	152	152	152	0	158	151	151	0	151	151	0	147	147	147	147	0	156	0	159	0	160	157	157	157	157	131	131
0	151	0	0	0	151	151	0	151	151	0	151	151	151	0	151	151	0	151	151	151	151	0	0	152	0	161	151	151	0	0	0	151	151	147	0	0	147	147	156	156	0	162	131	131	131	0	0	131	131
163	156	156	156	0	156	0	0	156	156	0	156	156	156	156	156	156	156	0	156	156	156	156	156	152	0	0	0	0	164	164	0	0	152	152	152	0	152	0	0	152	0	131	131	0	131	131	131	131	131
152	152	152	0	165	152	0	0	152	0	166	152	152	152	0	152	152	152	152	0	152	0	152	152	152	0	0	167	167	164	0	168	0	0	152	152	0	152	152	152	0	169	131	131	0	0	131	0	131	131
0	152	0	170	0	0	0	0	152	152	152	152	152	152	0	152	152	152	0	171	152	0	0	152	0	172	0	164	0	164	0	0	0	0	152	152	152	0	0	152	0	131	0	131	0	173	131	131	0	131
0	0	174	170	170	170	0	175	152	152	152	152	152	152	152	0	0	0	176	152	152	152	0	152	152	172	172	164	164	164	0	177	177	177	164	164	164	0	0	164	164	0	178	131	0	0	131	0	179	131
180	0	170	170	0	170	170	164	164	164	164	164	164	164	0	181	0	182	0	164	164	164	164	164	0	0	164	164	0	164	0	164	0	164	164	0	164	164	164	164	164	0	0	131	131	131	0	0	131	131
180	180	164	164	0	164	164	0	164	0	164	164	164	164	164	0	183	182	182	164	164	164	0	164	0	0	0	164	164	0	184	164	0	164	164	164	0	0	164	164	164	0	0	131	131	0	0	185	0	0
0	0	164	164	0	164	0	186	164	0	0	0	164	164	0	187	0	0	164	0	164	164	164	164	0	0	188	164	164	164	164	164	164	0	164	164	164	164	0	0	164	0	0	0	131	0	0	0	0	0
0	189	164	164	164	164	164	0	164	164	0	190	164	0	0	187	187	187	164	164	0	164	0	164	0	191	0	164	164	164	164	0	164	164	0	164	0	0	0	0	0	192	0	193	0	194	0	0	195	195
196	0	164	164	0	164	0	197	0	0	198	0	164	0	199	164	164	164	164	0	200	164	164	164	0	191	0	164	0	164	0	201	164	164	164	0	0	202	202	202	0	192	192	193	193	194	0	0	195	0
196	196	164	0	0	164	164	0	203	203	198	0	164	0	164	164	164	0	164	164	164	164	0	0	0	191	191	164	164	164	0	164	0	164	164	0	0	0	0	202	202	194	194	0	0	194	194	0	0	0
0	0	164	0	0	0	0	0	0	0	198	198	164	0	0	0	164	164	164	164	0	0	204	0	205	0	164	164	0	164	164	164	164	0	0	206	0	0	207	194	194	194	194	0	0	0	194	194	0	208
209	0	164	164	164	164	0	0	0	210	0	164	0	0	211	0	0	0	164	0	212	212	0	0	205	0	0	0	213	164	164	164	0	214	214	0	215	215	194	0	0	194	194	194	194	194	0	0	0	208
209	209	164	164	164	164	164	164	0	0	216	164	164	164	211	211	211	211	0	217	212	212	212	0	0	218	218	0	0	211	0	211	211	214	214	214	0	194	0	219	219	194	0	194	194	194	0	220	220	208
214	214	0	0	0	214	214	214	214	0	0	214	0	0	214	0	0	0	0	212	212	212	212	0	221	0	0	222	0	214	0	214	214	214	214	0	0	194	0	194	0	194	194	194	194	194	0	0	208	208
214	214	214	214	214	214	214	0	214	0	0	0	223	223	214	0	224	0	0	0	0	212	212	212	221	0	0	222	222	214	214	214	214	0	214	214	214	0	225	194	194	194	194	0	194	194	194	194	0	208
214	214	214	0	214	214	0	0	214	214	214	214	214	214	214	214	224	0	0	226	226	0	0	221	0	227	0	224	0	0	0	224	0	228	0	224	224	224	194	194	194	194	0	229	194	194	194	194	194	208
208	208	0	230	0	208	208	208	0	0	208	0	208	0	208	0	0	231	0	226	0	232	232	221	0	227	0	208	0	233	0	208	0	0	0	208	208	208	208	208	0	208	208	208	208	0	208	208	208	208
208	0	234	0	235	208	0	208	208	208	0	0	208	208	208	0	0	231	231	0	0	0	221	221	221	0	0	0	0	233	233	0	0	236	0	208	208	0	0	0	237	0	0	208	208	208	208	208	0	208
