beta,mean energy,mean mag,mean sq energy,mean sq mag
0.1,-833.0660139989996,0.01561449106431121,702610.7286214676,0.00038286539933839165
0.114,-954.4911760032224,0.016193240038967903,919795.3879299868,0.0004118792634983516
0.128,-1077.8155360013584,0.016816912402295915,1.1705728510123377e6,0.00044420191898593756
0.142,-1203.4152736015833,0.01748939125976113,1.4572676601514232e6,0.0004804600647714561
0.156,-1331.5291936018443,0.018228067187534173,1.7822088500422856e6,0.0005219301663391636
0.17,-1462.4586776019705,0.019043509423899103,2.148240101898457e6,0.0005695660955143028
0.184,-1596.4891060040356,0.019942155712996266,2.558470764099723e6,0.0006245735723170826
0.198,-1734.0865452000737,0.02093362963880624,3.017010010545724e6,0.0006882309984324728
0.212,-1875.5447068047133,0.02202991635758648,3.5279138315434945e6,0.0007622594215002781
0.226,-2021.2973939953733,0.02326699243182683,4.0962230683917403e6,0.0008501478705463712
0.24,-2171.820403198346,0.02466862514669511,4.727734395368441e6,0.00095532212577238
0.254,-2327.7564308016895,0.026263361718984798,5.42979321718495e6,0.0010830280864129248
0.268,-2489.5002092015047,0.02811786528344877,6.20939662580122e6,0.001241500032686781
0.282,-2657.943176400808,0.030260978369395935,7.076949477333474e6,0.00143800253880856
0.296,-2833.8045008072168,0.032759388037360074,8.043294926297296e6,0.001684804294815268
0.31,-3018.1887200067886,0.035777913672101216,9.12296156326629e6,0.0020088886946319044
0.324,-3212.17452759321,0.039473753662309305,1.0332300199392073e7,0.002443785981699773
0.338,-3417.410510790594,0.04414484794939828,1.1693788210076043e7,0.0030567368179687656
0.352,-3635.7283156057833,0.05016323510758852,1.3234641249312863e7,0.003943440362782885
0.366,-3869.913632013295,0.058278404834140436,1.4993572082166435e7,0.005316350785307216
0.38,-4123.2164535946895,0.0698231100098999,1.7019816598928172e7,0.007620616898513374
0.394,-4401.631149598176,0.08793638818369727,1.9395307995560333e7,0.012046110274014627
0.408,-4714.033090802853,0.12049006777353405,2.2246019320247497e7,0.022402555277554023
0.422,-5082.372755190808,0.19897401875003815,2.5860178027999666e7,0.05850249148161605
0.436,-5610.316423615434,0.4705738777836402,3.1523024508966327e7,0.25987449347389996
0.45,-6197.847442400014,0.7497126458978715,3.844564008164552e7,0.5670931661450765
0.464,-6569.044322375299,0.8315191589335027,4.3174485930617474e7,0.6924641416393029
0.478,-6838.756379579015,0.873041560694062,4.6785419029466726e7,0.7626461317934561
0.492,-7048.961942395568,0.8997504704124433,4.970124496335476e7,0.8097985910174264
0.506,-7218.173625611709,0.9187567591327968,5.211292390181671e7,0.8442702720291505
0.52,-7357.016930022538,0.9329870693383091,5.413472295135926e7,0.870571894598967
0.534,-7472.494822416397,0.9440387878945506,5.584572694327548e7,0.8912864839672667
0.548,-7569.666344416583,0.9528362360869941,5.730621956078028e7,0.9079546549905776
0.562,-7651.898064819082,0.959953015432826,5.8556955061612025e7,0.9215542345518652
0.576,-7721.979810428683,0.9657965282790189,5.963359329473555e7,0.9327978399072965
0.59,-7782.013286433515,0.9706439300866878,6.056370254296975e7,0.9421775623904632
0.604,-7833.589965222765,0.9746970295958371,6.136855323444178e7,0.9500569413384305
0.618,-7878.1042188331,0.9781133224111509,6.206747993010397e7,0.9567242029631642
0.632,-7916.60167125909,0.9809529838321686,6.267515846623194e7,0.9623227747287301
0.646,-7950.144264465789,0.9834842171348492,6.320702092606063e7,0.9672540077704725
0.66,-7979.234692447448,0.9855987017541105,6.3670124517175496e7,0.9714155424188263
0.674,-8004.618576014377,0.9874166413456862,6.4075611928063184e7,0.9750007116525461
0.688,-8026.8231203792,0.9889868022238724,6.443137017515226e7,0.9781026122486445
0.702,-8046.239295561775,0.9903447340051945,6.474326378006975e7,0.9807892762431745
0.716,-8063.25499875571,0.9915005540272491,6.501722582557069e7,0.9830901991912842
0.73,-8078.213226737827,0.992547167756514,6.525852830861587e7,0.985154730939383
0.744,-8091.294860302499,0.9933801107859933,6.546994462273291e7,0.9868481810314425
0.758,-8102.874351468145,0.9942171072342979,6.5657346952786334e7,0.9884712767416887
0.772,-8113.048273054766,0.9948983891310562,6.58222339782199e7,0.9898259419530426
0.786,-8122.030442273339,0.9954962897272426,6.596798070838027e7,0.9910155927995898
0.8,-8129.936744321467,0.9960049639538169,6.6096407537554674e7,0.9920342926815613
