beta,mean energy,mean mag,mean sq energy,mean sq mag
0.1,-53311.1620799979,0.0019354108428956,2842630002.00754,5.89396031515217E-06
0.114,-61086.5990400051,0.00202100051879889,3732131928.02503,6.41575665213181E-06
0.128,-68983.7208000008,0.00210533843994143,4759323429.73321,6.9453692587559E-06
0.142,-77024.177119995,0.00220566925048833,5933305946.51516,7.63998288777683E-06
0.156,-85218.6158400058,0.00227975318908699,7262804772.22822,8.18704188859561E-06
0.17,-93592.1959200004,0.00237421684265145,8760103538.519,8.84678158967283E-06
0.184,-102173.309079995,0.00248684898376469,10440001309.349,9.69679939968042E-06
0.198,-110974.115280006,0.00261696182250977,12315890695.6147,1.07521504652684E-05
0.212,-120032.188760003,0.00275758598327641,14408380380.3544,1.19530257844597E-05
0.226,-129361.353919998,0.00290444709777841,16735033620.9211,1.32717410469193E-05
0.24,-139001.268519994,0.00307346824646001,19322051237.7802,1.48378609848441E-05
0.254,-148971.431360003,0.00327766479492191,22193215888.5844,1.67905719741248E-05
0.268,-159321.990120006,0.00350037422180177,25384247943.6668,1.92692087258911E-05
0.282,-170107.390520002,0.00379297157287606,28937311215.7123,2.25037285074358E-05
0.296,-181363.15944,0.00410431869506846,32893421644.4159,2.6447018836625E-05
0.31,-193167.550599999,0.00450575889587412,37314567418.7023,3.17226096760714E-05
0.324,-205582.42472,0.00490240715026855,42265037758.4386,3.76500609581125E-05
0.338,-218719.255080001,0.00548624343872073,47839077330.2732,4.72813704924183E-05
0.352,-232693.744560002,0.00630631858825697,54147411953.6973,6.23453691712343E-05
0.366,-247676.005520003,0.00722796974182133,61344511212.3728,8.24541525280797E-05
0.38,-263881.241839996,0.00877306907653817,69634514194.9059,0.000121547782421694
0.394,-281703.907440002,0.0108134972381592,79358444984.1095,0.000183346264373394
0.408,-301684.033519994,0.0149129322814943,91014775545.1445,0.000350152056973889
0.422,-325018.32868,0.0252417430114752,105638772283.498,0.000995172496129523
0.436,-355106.137880002,0.0713152117919922,126103058755.116,0.00740454023636067
0.45,-396284.604720001,0.715748616638169,157044478569.237,0.522949610501534
0.464,-420420.398399995,0.831461764373786,176754729707.635,0.691346947767044
0.478,-437640.491360002,0.869707579345717,191530359941.106,0.756817962343228
0.492,-447312.971760007,0.900763118591309,200089754567.688,0.811368582885069
0.506,-461959.536400004,0.918743740234377,213407311009.505,0.844092502466338
0.52,-470802.915520003,0.929642994613643,221656033785.39,0.864763319372274
0.534,-474600.891880003,0.944934354476928,225246493497.985,0.893037239234668
0.548,-484460.30276001,0.952835726089495,234702193314.679,0.907896825294079
0.562,-486199.284960006,0.960357950057979,236390095253.566,0.922288462236506
0.576,-494204.490680005,0.965793587265007,244238371748.003,0.932757794242281
0.59,-498048.319640012,0.970641630935685,248052383243.801,0.94214561340817
0.604,-497961.530560012,0.975403403015146,247965908571.694,0.951432065714963
0.618,-504201.174800002,0.978116451568603,254219013639.246,0.956712082060658
0.632,-506667.447359999,0.981014545211766,256712064934.624,0.962389777099464
0.646,-508807.769160008,0.983483023300141,258885488690.161,0.967239057708275
0.66,-507452.004839999,0.985952251739502,257507663807.353,0.972098179104273
0.674,-512295.981200002,0.98741714553833,262447280447.131,0.974992760847995
0.688,-513716.73928,0.988987295684841,263904983254.68,0.978095991819576
0.702,-511846.46932001,0.990877108001703,261986893688.219,0.981864078093955
0.716,-516048.618360004,0.991521748657248,266306249512.123,0.983115466450954
0.73,-517005.282120002,0.992546806793202,267294525435.887,0.985149239258325
0.744,-517845.935279984,0.993439457626376,268164468777.367,0.986922021114374
0.758,-515595.525159981,0.994295817337035,265838797177.025,0.988649948260969
0.772,-516274.478680013,0.994972881317123,266539383087.386,0.990004181608098
0.786,-516877.210439994,0.995824807662963,267162091181.846,0.991987881367101
0.8,-517409.92744001,0.996102132873536,267713068891.278,0.992260390596546
