beta,mean energy,mean mag,mean sq energy,mean sq mag
0.386,-16956.619828000425,0.038225785156248054,2.876059651540376e8,0.0022955181399875145
0.388,-17114.352487999306,0.03948238854980163,2.929810552899802e8,0.0024457869055410195
0.39,-17276.739007999917,0.04073012548827786,2.985669242869134e8,0.002602930625348253
0.392,-17439.115927999796,0.042089259277341674,3.0420532088755566e8,0.002771666829286844
0.394,-17606.83110800041,0.043778088500972534,3.1008425650629777e8,0.0030043614156975485
0.396,-17774.44967200105,0.04556662634277212,3.1601626447501355e8,0.0032465933109059523
0.398,-17947.82877600102,0.047584044311520204,3.22210963089096e8,0.0035482141658793862
0.4,-18121.95077200141,0.04950745861815999,3.284934329847187e8,0.003832116411400755
0.402,-18300.761308001423,0.05188226733398059,3.350077396946381e8,0.00420924989777705
0.404,-18481.91980400113,0.054153901855465904,3.4167278608947736e8,0.0046079808097478
0.406,-18668.301572000746,0.056896255615230214,3.485989114940577e8,0.005060556430042636
0.408,-18857.628975999633,0.059769407592769046,3.557057528337114e8,0.0055767178662579665
0.41,-19049.89216399867,0.06308246765136358,3.629956627756965e8,0.006218971867637693
0.412,-19246.08120799953,0.06684686413573869,3.705115987354941e8,0.006988007244782542
0.414,-19447.869735999237,0.07187572448730276,3.7832180233149976e8,0.00810734862055081
0.416,-19656.85551599927,0.0761058930664007,3.864971019145665e8,0.00905154857379204
0.418,-19868.527039999564,0.08340509777831674,3.9486634729245275e8,0.010842983582062427
0.42,-20087.0877800003,0.08884009924316112,4.0360255787617713e8,0.012308887030284403
0.422,-20313.339583999794,0.09869407348632536,4.127475215058024e8,0.015096633215987774
0.424,-20547.93315200013,0.10875411132811406,4.223364052496085e8,0.018256908986623948
0.426,-20789.490060001364,0.12251244238280928,4.323269991238364e8,0.02296915845852933
0.428,-21045.30030000108,0.14093430590820644,4.430338808438079e8,0.029863387684434767
0.43,-21315.008004001967,0.16603829272462195,4.544677761642482e8,0.041217418247698714
0.432,-21595.00312800191,0.19552199682618374,4.664925037439858e8,0.055811093137561656
0.434,-21903.578372002776,0.24270368530275416,4.7993224752325916e8,0.08304554183329076
0.436,-22259.981908003454,0.3141289688720724,4.956972352123291e8,0.1291673450322832
0.438,-22652.996420003394,0.4072014521484221,5.133716807435724e8,0.19849509748181207
0.44,-23105.475500002325,0.5176388703613557,5.3407959580921674e8,0.29292736938007563
0.442,-23521.96765600448,0.6030561567383146,5.534847003558102e8,0.37887328648035407
0.444,-23884.512476002805,0.6560201364746483,5.706487650876446e8,0.4397825952669423
0.446,-24219.993732004943,0.6990186507568894,5.86763990468953e8,0.4925677832748242
0.448,-24519.54567200354,0.7283393002930459,6.013491709542032e8,0.5324134258730605
0.45,-24787.496336000775,0.7487746423339815,6.145499751058533e8,0.5620122083870926
0.452,-25039.349907997093,0.7663291252440821,6.270907216140524e8,0.5882286891727427
0.454,-25274.459495994888,0.7809746092528113,6.389119681642731e8,0.6106129049903974
0.456,-25496.51863199427,0.7935681636961539,6.501807893181832e8,0.6303065789572148
0.458,-25705.11760799442,0.8045125001219312,6.608554353858691e8,0.6476852096893881
0.46,-25905.375863993864,0.8145218967283342,6.711859272657659e8,0.6638232924699541
0.462,-26093.441399995598,0.823342600585827,6.809609081621927e8,0.6782056961446498
0.464,-26276.676175995755,0.8315047769774264,6.905527233866583e8,0.6916646123577215
0.466,-26450.71241199477,0.8389445133055394,6.997250065296901e8,0.7040533842254211
0.468,-26616.236595995848,0.8457067713622028,7.085052950803201e8,0.7154167526134444
0.47,-26775.08130799561,0.8519255941161422,7.169832582516633e8,0.725952815610345
0.472,-26928.504179996733,0.8577691815184578,7.252196677088931e8,0.7359205181108137
0.474,-27076.42253199546,0.8632054810790192,7.332048681364027e8,0.7452609138055436
0.476,-27218.915463995992,0.8683236679686602,7.409391887844757e8,0.7541085523406017
0.478,-27355.187751993075,0.8730082377928894,7.483735417652091e8,0.7622551990908366
0.48,-27487.732091994883,0.8775518968505119,7.556405082098083e8,0.7701980539323202
0.482,-27615.67245599487,0.8817505372313907,7.626881793729317e8,0.7775763209092126
0.484,-27739.16493999841,0.885729792724557,7.695221825200404e8,0.784602273622995
0.486,-27859.71214799708,0.8895303636474576,7.762224018549168e8,0.7913423253750652
