beta,mean energy,mean mag,mean sq energy,mean sq mag
0.386,-268.07768400003135,0.3120304531250564,73275.72715194417,0.1377177193602635
0.388,-270.7620240000322,0.3207091875000415,74755.41174393667,0.14464530126945074
0.39,-273.72608000002975,0.330421890625037,76410.69628793091,0.1524911320800012
0.392,-276.3934160000296,0.33849368750004133,77905.88774393071,0.15919515991203695
0.394,-279.8138080000463,0.35233837500004006,79860.03075192386,0.17047495434560742
0.396,-283.0158640000512,0.36424914843749884,81711.15209591856,0.1806404254759823
0.398,-286.28814400005376,0.37650791406249406,83616.46697592498,0.19118623309317156
0.4,-289.7589880000627,0.39001270312498987,85672.9943519272,0.20308788317860235
0.402,-293.0739640000772,0.4025738671875001,87640.46331193204,0.214325599670272
0.404,-296.54531600009113,0.4164272656249769,89731.42356794229,0.2266556949461116
0.406,-300.0993160000869,0.429448617187474,91910.48587194229,0.23910880853252164
0.408,-304.0842360000876,0.4465686093749692,94366.82980795506,0.25498397827127334
0.41,-307.59774400009223,0.4601589062499682,96559.22441597312,0.26815088330062425
0.412,-311.76948000008036,0.47794792968747085,99185.00460799482,0.28505378765859246
0.414,-315.6697840000967,0.4929498906249642,101675.54745600643,0.30026540551753705
0.416,-319.88267200010756,0.5106513203124665,104390.37734403438,0.31774667584231653
0.418,-323.94311600010525,0.5278316328124799,107035.57806405918,0.33521290533456016
0.42,-328.266524000102,0.5448096093749891,109882.35262408812,0.35300946191419413
0.422,-332.5773840001038,0.5629040937500108,112750.92448011243,0.3719960538332325
0.424,-336.7580840001156,0.5790989218750401,115560.12280014843,0.38956572802760986
0.426,-341.3836320001144,0.5982597656250308,118716.00364817404,0.4108124510501416
0.428,-345.4197680000949,0.6138045000000961,121469.10947219892,0.4279033653568297
0.43,-349.91013600009876,0.6320139687500996,124574.91036822823,0.44808898193404706
0.432,-354.1358120001117,0.6474003359375835,127546.84846425419,0.466343850769506
0.434,-358.3205440000862,0.6631129921876028,130504.73792026714,0.48485717950489476
0.436,-362.748756000096,0.680980007812601,133644.70081631068,0.505325629334089
0.438,-366.506668000072,0.6940089609375935,136366.9437283396,0.5214838604132485
0.44,-370.6984760000735,0.7091903437500853,139401.97547236565,0.5400016624763374
0.442,-374.6842760000628,0.7226906953125968,142330.52849638322,0.5571892399300309
0.444,-378.3486840000617,0.7351005859375597,145042.9733603975,0.5727526736459101
0.446,-382.2994160000335,0.7492391250000735,147981.0657604124,0.5907885888681138
0.448,-385.8247720000332,0.7608915781250227,150637.19579242915,0.605889445557636
0.45,-389.3823360000311,0.7715157343750548,153342.807616427,0.620492936768642
0.452,-392.5504560000266,0.7809377031250327,155776.50160043497,0.6333638258067072
0.454,-395.9807960000058,0.7919047031250153,158414.8147684379,0.6482547458506873
0.456,-399.23204000000584,0.8014552421874331,160942.14595244057,0.6616188673716801
0.458,-402.2503279999783,0.8102109218749108,163306.8402244172,0.6738609713145284
0.46,-405.16424799998043,0.8182639687499098,165604.44284842166,0.6853778562022204
0.462,-407.79722799996756,0.824863648437303,167709.79601641643,0.6954373494272763
0.464,-410.5847599999729,0.8323426171873192,169935.21600040156,0.706287642640129
0.466,-413.28605199996224,0.8395252421872587,172109.99144039693,0.7169832006235257
0.468,-416.0472919999573,0.8467051015621826,174344.19236838134,0.7278126593636859
0.47,-418.448471999949,0.8522894843746255,176309.70624037128,0.7364078662118186
0.472,-420.9159879999566,0.8585059296870556,178331.95489636782,0.7459619865120289
0.474,-423.0633639999567,0.8633578203119812,180104.57672035572,0.7536192675177785
0.476,-425.1843279999392,0.8679519687494347,181870.57273633353,0.7610378190924324
0.478,-427.38763999993967,0.8727468046868692,183711.41900832995,0.7687591459355507
0.48,-429.5408079999533,0.8776966796867917,185517.78825631837,0.7766153479618778
0.482,-431.5297239999483,0.8817494765616792,187196.80888030006,0.7833276492313036
0.484,-433.36358399994975,0.8855974374991352,188752.15347230312,0.7896237457277535
0.486,-435.27393599991854,0.8894470078115301,190378.99660829143,0.7960699041138666
