beta,mean energy,mean mag,mean sq energy,mean sq mag
0.386,-1060.0647159998393,0.15480691992187773,1.1286906463193377e6,0.0366337109565786
0.388,-1069.9075119998874,0.15974833789062778,1.1497344768950993e6,0.03894577956771563
0.39,-1079.975771999864,0.1649964511718803,1.1714671587669482e6,0.04161525978468705
0.392,-1090.5542279999847,0.17105491406249274,1.1945278835667274e6,0.04450041648862521
0.394,-1100.9443479999165,0.17763341992186793,1.2173779765263938e6,0.04781124467084382
0.396,-1111.595199999986,0.18534981250000432,1.2410728956460927e6,0.05180531070705806
0.398,-1122.7056599999123,0.19221829296875892,1.2660076403977473e6,0.05559724470515731
0.4,-1133.6129159999225,0.20133384375000773,1.2907590955013921e6,0.06055802391809894
0.402,-1145.2839199998857,0.20953692773438173,1.317474567708944e6,0.06542489415354387
0.404,-1156.8792119999252,0.21984270507812426,1.344338260780685e6,0.07151927671428909
0.406,-1169.089947999928,0.23028067187500384,1.372908555340334e6,0.07805839432523075
0.408,-1181.9259559999182,0.24414184765625485,1.4033069041080466e6,0.08696952005002832
0.41,-1194.754364000016,0.2585104960937556,1.4340450421238518e6,0.09616799933623392
0.412,-1207.4772520000388,0.2712463925781333,1.4648413395637707e6,0.10489238639449946
0.414,-1221.6225600000446,0.2882002207031361,1.499455957627994e6,0.11686850866317823
0.416,-1236.6792800001128,0.3083726289062309,1.5368370234841527e6,0.13138064978026812
0.418,-1252.0152760000808,0.33059677343749716,1.5753368241405673e6,0.14821387066647307
0.42,-1267.8619640001646,0.35132330273436624,1.6156661750850778e6,0.16479468021006888
0.422,-1285.0555560001874,0.3773462285155856,1.6599714291978576e6,0.1859966680488065
0.424,-1302.7109160001435,0.40424780859371456,1.7060758569427093e6,0.20878931787104005
0.426,-1319.9783240002116,0.4282154414061849,1.7516868186713944e6,0.23013088597100215
0.428,-1340.475964000237,0.46301077343743885,1.8066292484323326e6,0.261651669303811
0.43,-1359.4555880002567,0.49277908398431275,1.8581203624491773e6,0.289495494121483
0.432,-1378.8396600001108,0.5221521992186955,1.9114370662258428e6,0.3179780612792443
0.434,-1400.546116000213,0.5554034824218177,1.9718420705783677e6,0.3519064391975019
0.436,-1420.8341480001257,0.5869620820312227,2.0290591300669468e6,0.3844607533416614
0.438,-1441.6396480001276,0.617456789062481,2.0884547419232654e6,0.41741992343142087
0.44,-1460.156831999878,0.6425345566405926,2.14189025523542e6,0.44566147970964504
0.442,-1481.2548799998854,0.672328699218636,2.2035701456997213e6,0.4798269585342577
0.444,-1500.6017839997442,0.6976791210936497,2.26083664886808e6,0.5102000541763742
0.446,-1517.2532159995965,0.7173465214842663,2.310711978596369e6,0.5344145432244566
0.448,-1534.4158879995114,0.7366662324217476,2.3626742580205738e6,0.559431381000733
0.45,-1550.4324639994527,0.7532603886716669,2.4116759015726945e6,0.5816730186503241
0.452,-1565.2223279993048,0.7679410683591272,2.4573722413487136e6,0.6015753414424478
0.454,-1579.1557199992776,0.7806015703122431,2.5008115735086077e6,0.6193580060809702
0.456,-1593.886667999243,0.7946267421871666,2.5471305862922654e6,0.6392087184834033
0.458,-1606.8351919993572,0.8052383183590366,2.5882670637478856e6,0.6550530452847473
0.46,-1619.3991159992809,0.8150660195308749,2.6284973421956133e6,0.6699973859715689
0.462,-1631.396139999266,0.8242148847652724,2.667184084243157e6,0.6840965954862377
0.464,-1642.2554759992925,0.831313550780896,2.7025177681467035e6,0.6953127536626341
0.466,-1653.0865639993199,0.8388805703121464,2.7379866313783135e6,0.7072758758016164
0.468,-1663.4788839992561,0.8455747597652589,2.7722526119860173e6,0.7181833802915359
0.47,-1673.5072639992293,0.8519776074215202,2.8055164401296563e6,0.7286634013944012
0.472,-1683.1664319992365,0.8580824902340899,2.8377225570894904e6,0.7387044240536235
0.474,-1692.1908279991062,0.8629836757809911,2.8680685630253423e6,0.747031202042044
0.476,-1701.154355999024,0.868418351562282,2.8982941951850313e6,0.7560692256473245
0.478,-1709.6784119991282,0.8729816660154556,2.9271949019692037e6,0.7638607600748487
0.48,-1717.8884639990786,0.877429328124822,2.9552198779853713e6,0.7715240239183131
0.482,-1726.034279999058,0.8817427695311056,2.98313020508931e6,0.7789498863220826
0.484,-1733.6784359990133,0.885679695312322,3.009435984433569e6,0.7857946535643779
0.486,-1741.336307999,0.8896005976561053,3.0359241681459188e6,0.7926311980970343
