beta,mean energy,mean mag,mean sq energy,mean sq mag
0.372,-66.51815999994905,0.476706499999989,4807.743712009268,0.2947614941406481
0.374,-67.39875599995702,0.4866710312500167,4932.385488008932,0.3049622607421674
0.376,-68.03337999997217,0.4932216562500146,5021.662928008426,0.3117632236328003
0.378,-68.89561599998163,0.5024357500000316,5145.9177280078,0.32149116015623347
0.38,-69.70716399999075,0.5112156875001079,5263.995056007259,0.33073849218744517
0.382,-70.54348800000228,0.5200276562501266,5386.355744007031,0.34034649511712667
0.384,-71.36360400001342,0.5294074062501777,5506.82299200615,0.3500629990233747
0.386,-72.16101600001997,0.5375324687502447,5626.701120005878,0.35911883300770897
0.388,-73.10467600003166,0.5484497812502376,5769.304304005172,0.3707875458982957
0.39,-73.87404800003789,0.5565841250002724,5883.8383040049275,0.37970755859361843
0.392,-74.82796800005055,0.5666407812502721,6030.617440004315,0.3909770048826253
0.394,-75.61134000005094,0.5751131562502996,6149.920400003765,0.40039907324199286
0.396,-76.50049600005694,0.5850651875002956,6288.27161600353,0.4114451972654173
0.398,-77.2875760000639,0.5929905625002807,6411.897824003378,0.4205606855466603
0.4,-78.24040800006513,0.6035296250002713,6562.223296002828,0.4324938222653668
0.402,-79.16738400006672,0.6136900937503036,6708.917984002764,0.44400984667941285
0.404,-79.90663600007304,0.6208716875003059,6827.692080001971,0.4525827109371841
0.406,-80.87148800007533,0.6308606250003129,6982.510144001779,0.4642248652340471
0.408,-81.72433600007496,0.6402828750002996,7121.022080001472,0.4752248359371074
0.41,-82.6982760000776,0.6504247812502363,7280.100208000534,0.48735183886678174
0.412,-83.55580800007503,0.6591093437502439,7422.709344000553,0.49777137792925474
0.414,-84.44620400007346,0.6685534375002314,7571.404751999384,0.5090849609370838
0.416,-85.33893600006999,0.6777405937502058,7718.885983998889,0.520084877929298
0.418,-86.19364800006727,0.6865800000001719,7863.11673599865,0.5308385839839764
0.42,-87.04612800006629,0.6948880937501466,8009.314143997853,0.541446631835569
0.422,-87.92607600006174,0.7039827187500883,8159.189039997083,0.5525325224605743
0.424,-88.76020400005889,0.7123283437501149,8302.378255997899,0.562895360351201
0.426,-89.4603080000569,0.7188381875000281,8424.272079998585,0.5713273398433625
0.428,-90.42988800004662,0.7291659687500311,8591.873983999638,0.5840439990230533
0.43,-91.27152000004229,0.737078750000009,8740.855200000555,0.5944271816402135
0.432,-91.96827200003393,0.7435510937499723,8864.19619200098,0.6027939580074138
0.434,-92.90722000002847,0.7531635312499618,9030.247184002255,0.615143778319848
0.436,-93.6425840000223,0.7598659999998889,9161.87699200202,0.6239718906245357
0.438,-94.45428000001789,0.7680655312498554,9307.30684800253,0.6345189404292149
0.44,-95.23656000000022,0.775260874999854,9449.313216002965,0.644129554686968
0.442,-96.03417599999608,0.7827007499998384,9594.843648003181,0.654050128905647
0.444,-96.67388799998716,0.7887127812498225,9711.919488002977,0.6621089091791227
0.446,-97.43365199997854,0.7954410312498041,9853.072496003675,0.6713819189446442
0.448,-98.13535999997133,0.8016429999997613,9982.960928003627,0.6798769023430591
0.45,-98.72043199996367,0.8067641562497402,10092.209248004181,0.687074250975844
0.452,-99.51148799995372,0.8143111874997245,10239.916192004144,0.697214550780456
0.454,-100.17187599994772,0.8200669999997143,10363.81374400388,0.705100205077263
0.456,-100.77459199994266,0.8253722812497155,10478.663008003823,0.712648977538172
0.458,-101.46263999993161,0.8312799062496772,10610.933056002868,0.7210081767568431
0.46,-102.128699999923,0.8371123749997016,10736.193136003008,0.7292235722646444
0.462,-102.66285599992524,0.8414827499996711,10841.323840003013,0.7356105937489719
0.464,-103.30106799990966,0.8468934687497222,10964.95534400235,0.7433680927723622
0.466,-103.89932799990694,0.8516128749997086,11081.465536002037,0.7503832792957186
0.468,-104.44722799989614,0.8564106249996831,11187.983952001765,0.7572274726550728
0.47,-104.978375999889,0.8606697499997168,11292.375616001618,0.7634553847643847
0.472,-105.52631199988703,0.8649656249996955,11401.183808001271,0.7699326269518598
