beta,corr len
0.4,3.4338498154467234
0.402,3.6071588859937815
0.404,3.8030363122749815
0.406,3.975902182271708
0.408,4.1773346613969835
0.41,4.421146219039932
0.412,4.736470035123203
0.414,5.008025813609903
0.416,5.41725509396237
0.418,5.6721786474851665
0.42,6.281868805362845
0.422,6.72065914489475
0.424,7.518886297008844
0.426,8.134321967602062
0.428,9.468371410582588
0.43,11.15135671281678
0.432,12.55476508157637
0.434,17.12780842899908
0.436,19.76096149701527
0.438,34.81742032322705
0.44,39.45248705939442
0.442,86.77249239533757
0.444,9.1161258630638
0.446,346.0839122347251
0.448,507.40376237308305
0.45,134.11356855875218
0.452,75.24001918826364
0.454,2.158800332398058
0.456,85.41330120530357
0.458,553.746364765635
0.46,71.54925151004991
0.462,3.682256041274668
0.464,55.49645456432474
0.466,80.08578060126202
0.468,61.49087768887681
0.47,74.00465474496274
0.472,70.89470772933002
0.474,56.59666692620516
0.476,699.7488224446261
0.478,58.12081583129402
0.48,59.955471674525185
0.482,1.1127924815509467
0.484,60.21774479293571
0.486,73.30725680131397
0.488,67.1435339015946
0.49,1093.9187808232189
0.492,53.20531683637977
0.494,0.031195655582885125
0.496,59.215234910455905
0.498,0.010124529911968747
0.5,48.43944311188099
